company_1,ceo_1,company_2,ceo_2,answer
BNP Paribas,Jean-Laurent Bonnafé,Biogen,Michel Vounatsos,BNP Paribas
BNP Paribas,Jean-Laurent Bonnafé,Bethesda Softworks,Todd Howard,BNP Paribas
BNP Paribas,Jean-Laurent Bonnafé,Carrefour Group,Alexandre Bompard,Alexandre Bompard
BNP Paribas,Jean-Laurent Bonnafé,Aeroflot,Sergei Alexandrovsky,BNP Paribas
BNP Paribas,Jean-Laurent Bonnafé,ICANN,Göran Marby,BNP Paribas
BNP Paribas,Jean-Laurent Bonnafé,AC Sparta Prague,Daniel Křetínský,BNP Paribas
BNP Paribas,Jean-Laurent Bonnafé,Dow Chemical Company,Jim Fitterling,BNP Paribas
BNP Paribas,Jean-Laurent Bonnafé,Legrand,Benoît Coquart,BNP Paribas
BNP Paribas,Jean-Laurent Bonnafé,Institut de chimie,Jacques Maddaluno,BNP Paribas
BNP Paribas,Jean-Laurent Bonnafé,Pinterest,Ben Silbermann,BNP Paribas
BNP Paribas,Jean-Laurent Bonnafé,thyssenkrupp AG,Ulrich Lehner,BNP Paribas
BNP Paribas,Jean-Laurent Bonnafé,Raytheon Company,Thomas Kennedy,BNP Paribas
BNP Paribas,Jean-Laurent Bonnafé,Fannie Mae,Timothy Mayopoulos,BNP Paribas
BNP Paribas,Jean-Laurent Bonnafé,Red Hat,Matt Hicks,BNP Paribas
BNP Paribas,Jean-Laurent Bonnafé,Vertex Pharmaceuticals,Reshma Kewalramani,BNP Paribas
Juniper Networks,Rami Rahim,Alliance '90/The Greens,Emily Büning,Emily Büning
Juniper Networks,Rami Rahim,Audi,Markus Duesmann,Juniper Networks
Juniper Networks,Rami Rahim,U.S. Steel,David Burritt,David Burritt
Juniper Networks,Rami Rahim,AstraZeneca,Pascal Soriot,Juniper Networks
Juniper Networks,Rami Rahim,Target Corporation,Brian Cornell,Brian Cornell
Juniper Networks,Rami Rahim,Česká spořitelna,Tomáš Salomon,Juniper Networks
Juniper Networks,Rami Rahim,STMicroelectronics,Jean-Marc Chéry,Jean-Marc Chéry
Juniper Networks,Rami Rahim,Brussels Airport,Arnaud Feist,Arnaud Feist
Juniper Networks,Rami Rahim,Aspen Institute,Daniel R. Porterfield,Daniel R. Porterfield
Juniper Networks,Rami Rahim,Christian Social Union of Bavaria,Hans Michael Strepp,Hans Michael Strepp
Juniper Networks,Rami Rahim,World Wide Fund for Nature,Marco Lambertini,Juniper Networks
Juniper Networks,Rami Rahim,Morgan Stanley,James P. Gorman,James P. Gorman
Juniper Networks,Rami Rahim,Globcal International,David J. Wright,David J. Wright
Juniper Networks,Rami Rahim,Abbott Laboratories,Robert B. Ford,Juniper Networks
Juniper Networks,Rami Rahim,Qualcomm Inc.,Cristiano Amon,Cristiano Amon
Juniper Networks,Rami Rahim,Maersk,Søren Skou,Juniper Networks
Juniper Networks,Rami Rahim,Bertelsmann,Thomas Rabe,Juniper Networks
Juniper Networks,Rami Rahim,University of Leeds,Alan Langlands,Alan Langlands
Juniper Networks,Rami Rahim,LinkedIn,Ryan Roslansky,Juniper Networks
Juniper Networks,Rami Rahim,Thales Group,Patrice Caine,Juniper Networks
Juniper Networks,Rami Rahim,The Home Depot,Craig Menear,Craig Menear
Juniper Networks,Rami Rahim,Gilead Sciences,Daniel O'Day,Daniel O'Day
Juniper Networks,Rami Rahim,Wells Fargo,Charlie Scharf,Charlie Scharf
Juniper Networks,Rami Rahim,Deere & Company,Charles Deere Wiman,Charles Deere Wiman
Juniper Networks,Rami Rahim,Saudi Aramco,Amin H. Al-Nasser,Amin H. Al-Nasser
Juniper Networks,Rami Rahim,Chevron Corporation,Mike Wirth,Juniper Networks
Juniper Networks,Rami Rahim,ArcelorMittal,Aditya Mittal,Aditya Mittal
Juniper Networks,Rami Rahim,HP Inc.,Dion Weisler,Dion Weisler
Juniper Networks,Rami Rahim,Airbus Group,Guillaume Faury,Guillaume Faury
Juniper Networks,Rami Rahim,Accor,Sven Boinet,Juniper Networks
Juniper Networks,Rami Rahim,Adidas AG,Bjørn Gulden,Bjørn Gulden
Juniper Networks,Rami Rahim,O2 Czech Republic,Jindřich Fremuth,Jindřich Fremuth
Juniper Networks,Rami Rahim,Toshiba,Nobuaki Kurumatani,Juniper Networks
Juniper Networks,Rami Rahim,The Salvation Army,Brian Peddle,Brian Peddle
Juniper Networks,Rami Rahim,The Lego Group,Niels B. Christiansen,Juniper Networks
Juniper Networks,Rami Rahim,SAP,Jennifer Morgan,Jennifer Morgan
Juniper Networks,Rami Rahim,Qantas,Alan Joyce,Alan Joyce
Juniper Networks,Rami Rahim,Électricité de France,Jean-Bernard Lévy,Jean-Bernard Lévy
Juniper Networks,Rami Rahim,Ericsson,Börje Ekholm,Börje Ekholm
Juniper Networks,Rami Rahim,Major League Soccer,Don Garber,Don Garber
Juniper Networks,Rami Rahim,Costco,W. Craig Jelinek,Juniper Networks
Juniper Networks,Rami Rahim,Merck & Co.,Kenneth Frazier,Juniper Networks
Juniper Networks,Rami Rahim,Airbus,Guillaume Faury,Guillaume Faury
Juniper Networks,Rami Rahim,Cloudflare,Matthew Prince,Juniper Networks
Juniper Networks,Rami Rahim,Allwyn International,Robert Chvátal,Juniper Networks
Juniper Networks,Rami Rahim,Vivendi,Yannick Bolloré,Juniper Networks
Juniper Networks,Rami Rahim,Mastercard,Ajaypal Singh Banga,Ajaypal Singh Banga
Juniper Networks,Rami Rahim,Valeo,Jacques Aschenbroich,Jacques Aschenbroich
Juniper Networks,Rami Rahim,Naturschutzbund Deutschland,Susanne Baumann,Juniper Networks
Juniper Networks,Rami Rahim,British Council,Ciarán Devane,Ciarán Devane
Juniper Networks,Rami Rahim,Philip Morris International,Jacek Olczak,Jacek Olczak
Juniper Networks,Rami Rahim,Rheinmetall AG,Armin Papperger,Armin Papperger
Juniper Networks,Rami Rahim,FC Bayern Munich,Herbert Hainer,Herbert Hainer
Juniper Networks,Rami Rahim,Mapbox,Peter Sirota,Juniper Networks
Juniper Networks,Rami Rahim,Alibaba Group,Daniel Zhang,Daniel Zhang
Juniper Networks,Rami Rahim,České dráhy,Michal Krapinec,Juniper Networks
Juniper Networks,Rami Rahim,Activision Blizzard,Bobby Kotick,Bobby Kotick
Juniper Networks,Rami Rahim,KLM,Pieter Elbers,Juniper Networks
Juniper Networks,Rami Rahim,Comcast,Brian L. Roberts,Brian L. Roberts
Juniper Networks,Rami Rahim,DR,Maria Rørbye Rønn,Juniper Networks
Juniper Networks,Rami Rahim,Paramount Global,Robert Bakish,Juniper Networks
Juniper Networks,Rami Rahim,Accenture,Julie Sweet,Julie Sweet
Juniper Networks,Rami Rahim,Channel One Russia,Konstantin Ernst,Juniper Networks
Juniper Networks,Rami Rahim,AOL,Tim Armstrong,Juniper Networks
Juniper Networks,Rami Rahim,CVS Health,Larry Merlo,Juniper Networks
Juniper Networks,Rami Rahim,SpaceX,Elon Musk,Elon Musk
Juniper Networks,Rami Rahim,Finnair,Pekka Vauramo,Juniper Networks
Juniper Networks,Rami Rahim,Kroger,Rodney McMullen,Juniper Networks
Juniper Networks,Rami Rahim,Colgate-Palmolive Company,Ian M. Cook,Ian M. Cook
Juniper Networks,Rami Rahim,ConocoPhillips,Ryan Lance,Juniper Networks
Juniper Networks,Rami Rahim,Lenovo,Yang Yuanqing,Juniper Networks
Juniper Networks,Rami Rahim,Kering,François-Henri Pinault,François-Henri Pinault
Juniper Networks,Rami Rahim,"Honeywell International, Inc.",Darius Adamczyk,Darius Adamczyk
Juniper Networks,Rami Rahim,Viacom,Robert Bakish,Juniper Networks
Juniper Networks,Rami Rahim,Honda,Takahiro Hachigō,Juniper Networks
Juniper Networks,Rami Rahim,Sberbank of Russia,Herman Gref,Herman Gref
Juniper Networks,Rami Rahim,Chartered Institute of Library and Information Professionals,Nick Poole,Juniper Networks
Juniper Networks,Rami Rahim,Kyushu Railway Company,Yōji Furumiya,Juniper Networks
Juniper Networks,Rami Rahim,Heineken,Freddy Heineken,Freddy Heineken
Juniper Networks,Rami Rahim,Amazon Web Services,Andy Jassy,Andy Jassy
Juniper Networks,Rami Rahim,Paramount Pictures,Jim Gianopulos,Jim Gianopulos
Juniper Networks,Rami Rahim,Nortel,Mike S. Zafirovski,Juniper Networks
Juniper Networks,Rami Rahim,Mondelez International,Dirk Van de Put,Dirk Van de Put
Juniper Networks,Rami Rahim,United Airlines,Scott Kirby,Juniper Networks
Juniper Networks,Rami Rahim,Institute of Human and Social Sciences,Marie Gaille,Juniper Networks
Juniper Networks,Rami Rahim,Ferrari S.p.A.,Benedetto Vigna,Benedetto Vigna
Juniper Networks,Rami Rahim,H&M,Karl-Johan Persson,Juniper Networks
Juniper Networks,Rami Rahim,Hokkaido Railway Company,Yasuyuki Watanuki,Juniper Networks
Juniper Networks,Rami Rahim,Dassault Systèmes,Bernard Charlès,Bernard Charlès
Juniper Networks,Rami Rahim,Kimberly-Clark,Thomas J. Falk,Juniper Networks
Juniper Networks,Rami Rahim,Eli Lilly and Company,David A. Ricks,David A. Ricks
Juniper Networks,Rami Rahim,Hitachi,Toshiaki Higashihara,Juniper Networks
Juniper Networks,Rami Rahim,Škoda Transportation,Petr Brzezina,Juniper Networks
Juniper Networks,Rami Rahim,Bristol-Myers Squibb,Giovanni Caforio,Giovanni Caforio
Juniper Networks,Rami Rahim,University of Gothenburg,Pam Fredman,Juniper Networks
Juniper Networks,Rami Rahim,Seagate Technology,Stephen J. Luczo,Juniper Networks
Juniper Networks,Rami Rahim,Lukoil,Vagit Alekperov,Juniper Networks
Juniper Networks,Rami Rahim,Československá obchodní banka,Aleš Blažek,Aleš Blažek
Juniper Networks,Rami Rahim,International Telecommunication Union,Houlin Zhao,Houlin Zhao
Juniper Networks,Rami Rahim,Médecins Sans Frontières,Christos Christou,Christos Christou
Juniper Networks,Rami Rahim,Capgemini,Paul Hermelin,Juniper Networks
Juniper Networks,Rami Rahim,GitHub,Nat Friedman,Juniper Networks
Juniper Networks,Rami Rahim,Netgear,Patrick Lo,Juniper Networks
Juniper Networks,Rami Rahim,ABB Group,Ulrich Spiesshofer,Juniper Networks
Juniper Networks,Rami Rahim,Komerční banka,Jan Juchelka,Jan Juchelka
Juniper Networks,Rami Rahim,Electrolux,Jonas Samuelson,Jonas Samuelson
Juniper Networks,Rami Rahim,Bell Resources,Mark Avery,Juniper Networks
Juniper Networks,Rami Rahim,TIM Group,Salvatore Rossi,Juniper Networks
Juniper Networks,Rami Rahim,Novartis,Joseph Jimenez,Joseph Jimenez
Juniper Networks,Rami Rahim,Yum! Brands,Greg Creed,Greg Creed
Juniper Networks,Rami Rahim,GlaxoSmithKline,Emma Walmsley,Emma Walmsley
Juniper Networks,Rami Rahim,Solvay,Ilham Kadri,Ilham Kadri
Juniper Networks,Rami Rahim,METRO AG,Steffen Greubel,Juniper Networks
Juniper Networks,Rami Rahim,Infineon Technologies,Jochen Hanebeck,Jochen Hanebeck
Juniper Networks,Rami Rahim,BlackRock,Larry Fink,Juniper Networks
Juniper Networks,Rami Rahim,Food and Agriculture Organization,Mohammed Shia' Al Sudani,Juniper Networks
Juniper Networks,Rami Rahim,Simon & Schuster,Richard E. Snyder,Juniper Networks
Juniper Networks,Rami Rahim,Best Buy,Hubert Joly,Hubert Joly
Juniper Networks,Rami Rahim,Humana,Bruce Broussard,Bruce Broussard
Juniper Networks,Rami Rahim,GMV Innovating Solutions,Jesús Serrano Martínez,Jesús Serrano Martínez
Juniper Networks,Rami Rahim,T-Mobile US,Mike Sievert,Juniper Networks
Juniper Networks,Rami Rahim,FC Viktoria Köln,Axel Freisewinkel,Axel Freisewinkel
Juniper Networks,Rami Rahim,Broderbund,Doug Carlston,Doug Carlston
Juniper Networks,Rami Rahim,Hasbro,Brian Goldner,Brian Goldner
Juniper Networks,Rami Rahim,Hyundai Motor Company,Chung Eui-sun,Chung Eui-sun
Juniper Networks,Rami Rahim,Nederlandse Spoorwegen,Marjan Rintel,Juniper Networks
Juniper Networks,Rami Rahim,NBCUniversal,Steve Burke,Juniper Networks
Juniper Networks,Rami Rahim,Peterson Institute for International Economics,C. Fred Bergsten,C. Fred Bergsten
Juniper Networks,Rami Rahim,Orlen Unipetrol,Andrzej Modrzejewski,Andrzej Modrzejewski
Juniper Networks,Rami Rahim,Valve Corporation,Gabe Newell,Gabe Newell
Juniper Networks,Rami Rahim,Tesco,Ken Murph,Juniper Networks
Juniper Networks,Rami Rahim,TV Rain,Natalya Sindeyeva,Juniper Networks
Juniper Networks,Rami Rahim,PricewaterhouseCoopers,Samuel DiPiazza,Juniper Networks
Juniper Networks,Rami Rahim,UBS,Sergio Ermotti,Juniper Networks
Juniper Networks,Rami Rahim,Opera Software,Jon Stephenson von Tetzchner,Jon Stephenson von Tetzchner
Juniper Networks,Rami Rahim,Publicis,Maurice Lévy,Juniper Networks
Juniper Networks,Rami Rahim,BT Group,Philip Jansen,Juniper Networks
Juniper Networks,Rami Rahim,Smartwings,Roman Vik,Juniper Networks
Juniper Networks,Rami Rahim,Cognizant,Francisco D'Souza,Francisco D'Souza
Juniper Networks,Rami Rahim,BlackBerry,John S. Chen,John S. Chen
Juniper Networks,Rami Rahim,Wolters Kluwer,Nancy McKinstry,Juniper Networks
Juniper Networks,Rami Rahim,Yle,Merja Ylä-Anttila,Juniper Networks
Juniper Networks,Rami Rahim,Biogen,Michel Vounatsos,Juniper Networks
Juniper Networks,Rami Rahim,Bethesda Softworks,Todd Howard,Juniper Networks
Juniper Networks,Rami Rahim,Carrefour Group,Alexandre Bompard,Alexandre Bompard
Juniper Networks,Rami Rahim,Aeroflot,Sergei Alexandrovsky,Juniper Networks
Juniper Networks,Rami Rahim,ICANN,Göran Marby,Göran Marby
Juniper Networks,Rami Rahim,AC Sparta Prague,Daniel Křetínský,Daniel Křetínský
Juniper Networks,Rami Rahim,Dow Chemical Company,Jim Fitterling,Jim Fitterling
Juniper Networks,Rami Rahim,Legrand,Benoît Coquart,Benoît Coquart
Juniper Networks,Rami Rahim,Institut de chimie,Jacques Maddaluno,Jacques Maddaluno
Juniper Networks,Rami Rahim,Pinterest,Ben Silbermann,Ben Silbermann
Juniper Networks,Rami Rahim,thyssenkrupp AG,Ulrich Lehner,Juniper Networks
Juniper Networks,Rami Rahim,Raytheon Company,Thomas Kennedy,Juniper Networks
Juniper Networks,Rami Rahim,Fannie Mae,Timothy Mayopoulos,Juniper Networks
Juniper Networks,Rami Rahim,Red Hat,Matt Hicks,Juniper Networks
Juniper Networks,Rami Rahim,Vertex Pharmaceuticals,Reshma Kewalramani,Juniper Networks
Alliance '90/The Greens,Emily Büning,Audi,Markus Duesmann,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,U.S. Steel,David Burritt,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,AstraZeneca,Pascal Soriot,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Target Corporation,Brian Cornell,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Česká spořitelna,Tomáš Salomon,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,STMicroelectronics,Jean-Marc Chéry,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Brussels Airport,Arnaud Feist,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Aspen Institute,Daniel R. Porterfield,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Christian Social Union of Bavaria,Hans Michael Strepp,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,World Wide Fund for Nature,Marco Lambertini,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Morgan Stanley,James P. Gorman,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Globcal International,David J. Wright,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Abbott Laboratories,Robert B. Ford,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Qualcomm Inc.,Cristiano Amon,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Maersk,Søren Skou,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Bertelsmann,Thomas Rabe,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,University of Leeds,Alan Langlands,Alan Langlands
Alliance '90/The Greens,Emily Büning,LinkedIn,Ryan Roslansky,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Thales Group,Patrice Caine,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,The Home Depot,Craig Menear,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Gilead Sciences,Daniel O'Day,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Wells Fargo,Charlie Scharf,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Deere & Company,Charles Deere Wiman,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Saudi Aramco,Amin H. Al-Nasser,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Chevron Corporation,Mike Wirth,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,ArcelorMittal,Aditya Mittal,Aditya Mittal
Alliance '90/The Greens,Emily Büning,HP Inc.,Dion Weisler,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Airbus Group,Guillaume Faury,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Accor,Sven Boinet,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Adidas AG,Bjørn Gulden,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,O2 Czech Republic,Jindřich Fremuth,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Toshiba,Nobuaki Kurumatani,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,The Salvation Army,Brian Peddle,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,The Lego Group,Niels B. Christiansen,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,SAP,Jennifer Morgan,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Qantas,Alan Joyce,Alan Joyce
Alliance '90/The Greens,Emily Büning,Électricité de France,Jean-Bernard Lévy,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Ericsson,Börje Ekholm,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Major League Soccer,Don Garber,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Costco,W. Craig Jelinek,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Merck & Co.,Kenneth Frazier,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Airbus,Guillaume Faury,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Cloudflare,Matthew Prince,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Allwyn International,Robert Chvátal,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Vivendi,Yannick Bolloré,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Mastercard,Ajaypal Singh Banga,Ajaypal Singh Banga
Alliance '90/The Greens,Emily Büning,Valeo,Jacques Aschenbroich,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Naturschutzbund Deutschland,Susanne Baumann,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,British Council,Ciarán Devane,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Philip Morris International,Jacek Olczak,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Rheinmetall AG,Armin Papperger,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,FC Bayern Munich,Herbert Hainer,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Mapbox,Peter Sirota,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Alibaba Group,Daniel Zhang,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,České dráhy,Michal Krapinec,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Activision Blizzard,Bobby Kotick,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,KLM,Pieter Elbers,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Comcast,Brian L. Roberts,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,DR,Maria Rørbye Rønn,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Paramount Global,Robert Bakish,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Accenture,Julie Sweet,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Channel One Russia,Konstantin Ernst,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,AOL,Tim Armstrong,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,CVS Health,Larry Merlo,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,SpaceX,Elon Musk,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Finnair,Pekka Vauramo,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Kroger,Rodney McMullen,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Colgate-Palmolive Company,Ian M. Cook,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,ConocoPhillips,Ryan Lance,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Lenovo,Yang Yuanqing,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Kering,François-Henri Pinault,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,"Honeywell International, Inc.",Darius Adamczyk,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Viacom,Robert Bakish,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Honda,Takahiro Hachigō,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Sberbank of Russia,Herman Gref,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Chartered Institute of Library and Information Professionals,Nick Poole,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Kyushu Railway Company,Yōji Furumiya,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Heineken,Freddy Heineken,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Amazon Web Services,Andy Jassy,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Paramount Pictures,Jim Gianopulos,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Nortel,Mike S. Zafirovski,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Mondelez International,Dirk Van de Put,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,United Airlines,Scott Kirby,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Institute of Human and Social Sciences,Marie Gaille,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Ferrari S.p.A.,Benedetto Vigna,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,H&M,Karl-Johan Persson,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Hokkaido Railway Company,Yasuyuki Watanuki,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Dassault Systèmes,Bernard Charlès,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Kimberly-Clark,Thomas J. Falk,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Eli Lilly and Company,David A. Ricks,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Hitachi,Toshiaki Higashihara,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Škoda Transportation,Petr Brzezina,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Bristol-Myers Squibb,Giovanni Caforio,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,University of Gothenburg,Pam Fredman,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Seagate Technology,Stephen J. Luczo,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Lukoil,Vagit Alekperov,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Československá obchodní banka,Aleš Blažek,Aleš Blažek
Alliance '90/The Greens,Emily Büning,International Telecommunication Union,Houlin Zhao,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Médecins Sans Frontières,Christos Christou,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Capgemini,Paul Hermelin,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,GitHub,Nat Friedman,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Netgear,Patrick Lo,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,ABB Group,Ulrich Spiesshofer,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Komerční banka,Jan Juchelka,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Electrolux,Jonas Samuelson,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Bell Resources,Mark Avery,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,TIM Group,Salvatore Rossi,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Novartis,Joseph Jimenez,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Yum! Brands,Greg Creed,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,GlaxoSmithKline,Emma Walmsley,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Solvay,Ilham Kadri,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,METRO AG,Steffen Greubel,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Infineon Technologies,Jochen Hanebeck,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,BlackRock,Larry Fink,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Food and Agriculture Organization,Mohammed Shia' Al Sudani,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Simon & Schuster,Richard E. Snyder,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Best Buy,Hubert Joly,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Humana,Bruce Broussard,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,GMV Innovating Solutions,Jesús Serrano Martínez,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,T-Mobile US,Mike Sievert,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,FC Viktoria Köln,Axel Freisewinkel,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Broderbund,Doug Carlston,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Hasbro,Brian Goldner,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Hyundai Motor Company,Chung Eui-sun,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Nederlandse Spoorwegen,Marjan Rintel,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,NBCUniversal,Steve Burke,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Peterson Institute for International Economics,C. Fred Bergsten,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Orlen Unipetrol,Andrzej Modrzejewski,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Valve Corporation,Gabe Newell,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Tesco,Ken Murph,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,TV Rain,Natalya Sindeyeva,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,PricewaterhouseCoopers,Samuel DiPiazza,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,UBS,Sergio Ermotti,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Opera Software,Jon Stephenson von Tetzchner,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Publicis,Maurice Lévy,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,BT Group,Philip Jansen,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Smartwings,Roman Vik,Alliance '90/The Greens
Alliance '90/The Greens,Emily Büning,Cognizant,Francisco D'Souza,Alliance '90/The Greens
