	Unnamed: 0	sample_id	prompt_source	prompt_target	position_source	position_target	baseline_hop2	baseline_hop3	baseline_multihop3	hop1	hop2	hop3	layer_source	layer_target	generations_patched	is_correct_patched	hidden_rep
644	28670	2092811	Biryani's country of origin	The largest city in {}	-1	-1	Biryani's country of origin	The largest city in India	The largest city in Biryani's country of origin	Biryani	India	Mumbai	11	7	['is' 'not' 'necessarily' 'the' 'capital' '.' '\n' '\n' 'The' 'capital']	False	[-0.08594 -0.1631  -0.5996  ... -0.35    -0.9165   0.6416 ]
645	46717	2093776	Paella's country of origin	The capital of {}	-1	-1	Paella's country of origin	The capital of Spain	The capital of Paella's country of origin	Paella	Spain	Madrid	11	30	"['Constra' 'ction' 'is' 'located' 'in' 'the' '{}' 'Const' 'ruction'
 'region']"	False	[-0.288   0.0863 -0.311  ... -0.6714 -0.2773  0.4202]
646	45984	2094229	Ceviche's country of origin	The capital of {}	-1	-1	Ceviche's country of origin	The capital of Peru	The capital of Ceviche's country of origin	Ceviche	Peru	Lima	6	26	[',' 'located' 'in' 'the' 'central' 'region' 'of' 'the' 'country' ',']	False	[-0.0443   0.133   -0.4502  ... -0.584   -0.09546  0.2607 ]
647	62535	2093509	Ceviche's country of origin	The language used in {}	-1	-1	Ceviche's country of origin	The language used in Peru	The language used in Ceviche's country of origin	Ceviche	Peru	Spanish	27	9	['is' 'not' 'clear' 'and' 'conc' 'ise' '.' 'It' 'is' 'difficult']	False	[-0.9043  1.615  -6.074  ... -2.535   2.668  -3.502 ]
648	61214	2392131	the CEO of Tesla	Name of father of {}	-1	-1	the CEO of Tesla	Name of father of Elon Musk	Name of father of the CEO of Tesla	Tesla	Elon Musk	Errol Musk	16	29	[',' 'son' 'of' '{}' '\n' '\n' 'The' 'name' 'of' 'the']	False	[-0.4739  0.395  -0.0274 ... -0.5024  0.8755 -0.295 ]
649	66371	5560746	the company that created Scion xD	The name of the CEO of {}	-1	-1	the company that created Scion xD	The name of the CEO of Toyota	The name of the CEO of the company that created Scion xD	Scion xD	Toyota	Akio Toyoda	10	12	['is' ':' '\n' '\n' '1' '.' 'John' 'Smith' '\n' '2']	False	[ 0.0407  0.1825 -0.499  ... -0.6113  0.3467  0.347 ]
650	11541	5596123	the company that developed B-17 Flying Fortress	The name of the CEO of {}	-1	-1	the company that developed B-17 Flying Fortress	The name of the CEO of Boeing	The name of the CEO of the company that developed B-17 Flying Fortress	B-17 Flying Fortress	Boeing	Dennis Muilenburg	8	18	['is' 'not' 'available' '.' '\n' '\n' 'The' 'company' 'was' 'founded']	False	[-0.1361    0.010254  0.2825   ...  0.047    -0.3223   -0.4106  ]
651	57838	2092977	Tacos's country of origin	The language used in {}	-1	-1	Tacos's country of origin	The language used in Mexico	The language used in Tacos's country of origin	Tacos	Mexico	Spanish	5	10	['of' 'the' 'text' 'is' 'formal' 'and' 'academic' '.' '\n' '\n']	False	[-0.2803  0.0498 -0.343  ... -0.355  -0.0969  0.1218]
652	60343	3087664	Nancy Sinatra's father	Name of mother of {}	-1	-1	Nancy Sinatra's father	Name of mother of Frank Sinatra	Name of mother of Nancy Sinatra's father	Nancy Sinatra	Frank Sinatra	Dolly Sinatra	17	27	[',' 'wife' 'of' '{' '}.' '\n' '\n' 'The' 'name' 'of']	False	[ 0.0826 -0.6133 -0.769  ...  0.7803 -1.013   0.4382]
653	56504	2092977	Tacos's country of origin	The language used in {}	-1	-1	Tacos's country of origin	The language used in Mexico	The language used in Tacos's country of origin	Tacos	Mexico	Spanish	27	27	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[ 0.4023 -0.51   -3.102  ...  0.4492  0.2318 -1.868 ]
654	5486	2092811	Biryani's country of origin	The largest city in {}	-1	-1	Biryani's country of origin	The largest city in India	The largest city in Biryani's country of origin	Biryani	India	Mumbai	28	31	['var' 'ies' '.' '\n' '\n' 'The' 'largest' 'city' 'in' '{}']	False	[-0.8594  3.926  -7.785  ... -2.582   1.627  -3.49  ]
655	25703	2418888	Tesla, Inc.'s CEO	Name of father of {}	-1	-1	Tesla, Inc.'s CEO	Name of father of Elon Musk	Name of father of Tesla, Inc.'s CEO	Tesla, Inc.	Elon Musk	Errol Musk	3	27	['s' 'mother' '\n' '\n' 'The' 'name' 'of' 'the' 'father' 'of']	False	[-0.1384  -0.1593  -0.1748  ... -0.06433 -0.185    0.07556]
656	39493	2093697	Tacos's country of origin	The capital of {}	-1	-1	Tacos's country of origin	The capital of Mexico	The capital of Tacos's country of origin	Tacos	Mexico	Mexico City	27	14	['is' 'Islam' 'abad' '.' '\n' 'The' 'capital' 'of' 'Pakistan' 'is']	False	[ 0.4023 -0.51   -3.102  ...  0.4492  0.2318 -1.868 ]
657	4991	2093659	Pizza's country of origin	The capital of {}	-1	-1	Pizza's country of origin	The capital of Italy	The capital of Pizza's country of origin	Pizza	Italy	Rome	1	24	['.' '\n' '\n' 'The' 'capital' 'of' '{}' 'is' 'located' 'in']	False	[-0.01834  -0.00203  -0.07874  ... -0.03973  -0.03217  -0.001167]
658	31929	2092310	Poutine's country of origin	The largest city in {}	-1	-1	Poutine's country of origin	The largest city in Canada	The largest city in Poutine's country of origin	Poutine	Canada	Toronto	25	30	['is' '{}' '\n' '\n' 'The' 'largest' 'city' 'in' '{}' 'is']	False	[-2.176  1.877 -6.363 ... -2.256  4.04  -2.697]
659	73452	2595286	SpaceX's CEO	Name of father of {}	-1	-1	SpaceX's CEO	Name of father of Elon Musk	Name of father of SpaceX's CEO	SpaceX	Elon Musk	Errol Musk	11	29	[',' 'son' 'of' '{}' '\n' '\n' 'The' 'name' 'of' 'the']	False	[ 0.2479   0.51     0.03357 ... -0.2152  -0.1276  -0.072  ]
660	15283	2092643	Masala Dosa's country of origin	The largest city in {}	-1	-1	Masala Dosa's country of origin	The largest city in India	The largest city in Masala Dosa's country of origin	Masala Dosa	India	Mumbai	3	18	['is' 'located' 'in' 'the' 'country' 'of' '_' '____' '__' '_.']	False	[-0.1095  -0.04712 -0.3545  ... -0.1462  -0.158    0.02411]
661	61348	2094229	Ceviche's country of origin	The capital of {}	-1	-1	Ceviche's country of origin	The capital of Peru	The capital of Ceviche's country of origin	Ceviche	Peru	Lima	14	31	['origin' 'ated' 'from' 'the' 'ancient' 'city' 'of' 'Rome' ',' 'which']	False	[ 0.33    0.2439 -1.433  ... -1.038   0.0625 -0.1877]
662	45903	5596123	the company that developed B-17 Flying Fortress	The name of the CEO of {}	-1	-1	the company that developed B-17 Flying Fortress	The name of the CEO of Boeing	The name of the CEO of the company that developed B-17 Flying Fortress	B-17 Flying Fortress	Boeing	Dennis Muilenburg	4	31	['DOM' '.' 'com' 'is' '{}' '{}' '{}' '\n' '\n' 'The']	False	[-0.05872  0.1321   0.1902  ... -0.2095  -0.04065  0.03284]
663	54843	2092643	Masala Dosa's country of origin	The largest city in {}	-1	-1	Masala Dosa's country of origin	The largest city in India	The largest city in Masala Dosa's country of origin	Masala Dosa	India	Mumbai	6	20	['of' 'the' 'same' 'name' 'is' 'located' 'in' 'the' 'state' 'of']	False	[-0.1536   0.03632 -0.4365  ... -0.6357  -0.1248   0.2832 ]
664	46172	2392131	the CEO of Tesla	Name of father of {}	-1	-1	the CEO of Tesla	Name of father of Elon Musk	Name of father of the CEO of Tesla	Tesla	Elon Musk	Errol Musk	21	12	[',' 'who' 'was' 'born' 'in' '' '1' '8' '6' '0']	False	[-1.649   1.186  -0.319  ... -0.2737  1.242  -1.054 ]
665	68929	2093509	Ceviche's country of origin	The language used in {}	-1	-1	Ceviche's country of origin	The language used in Peru	The language used in Ceviche's country of origin	Ceviche	Peru	Spanish	24	22	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[-0.881  2.086 -5.37  ... -2.188  2.63  -2.482]
666	27638	4490831	George W. Bush's father	Name of father of {}	-1	-1	George W. Bush's father	Name of father of George H. W. Bush	Name of father of George W. Bush's father	George W. Bush	George H. W. Bush	Prescott Bush	10	12	[',' 'who' 'was' 'born' 'in' '' '1' '8' '6' '0']	False	[ 0.2351  -0.00659 -0.3955  ... -0.126   -0.255   -0.4094 ]
667	14653	2093697	Tacos's country of origin	The capital of {}	-1	-1	Tacos's country of origin	The capital of Mexico	The capital of Tacos's country of origin	Tacos	Mexico	Mexico City	3	2	['of' 'the' 'first' 'person' 'to' 'reach' 'the' 'sum' 'mit' 'of']	False	[-0.0544  -0.05447 -0.3037  ... -0.1311  -0.1719   0.00931]
668	34000	2092342	Paella's country of origin	The largest city in {}	-1	-1	Paella's country of origin	The largest city in Spain	The largest city in Paella's country of origin	Paella	Spain	Madrid	31	3	['is' 'disput' 'ed' 'between' 'two' 'cities' ',' 'and' 'the' 'largest']	False	[-0.4731  0.953  -2.873  ... -2.71    1.836   0.3882]
669	38557	2092455	Fish and Chips's country of origin	The largest city in {}	-1	-1	Fish and Chips's country of origin	The largest city in United Kingdom	The largest city in Fish and Chips's country of origin	Fish and Chips	United Kingdom	London	2	14	[',' 'it' 'is' 'also' 'the' 'capital' 'of' 'the' 'country' '.']	False	[-0.005005 -0.011795 -0.1592   ... -0.05563  -0.04657  -0.02696 ]
670	73546	4490831	George W. Bush's father	Name of father of {}	-1	-1	George W. Bush's father	Name of father of George H. W. Bush	Name of father of George W. Bush's father	George W. Bush	George H. W. Bush	Prescott Bush	27	1	[',' '' '1' '0' '7' '.' '\n' '\n' 'B' 'irth']	False	[-3.523   2.383  -5.785  ... -0.3906 -1.959   7.227 ]
671	17745	2418888	Tesla, Inc.'s CEO	Name of father of {}	-1	-1	Tesla, Inc.'s CEO	Name of father of Elon Musk	Name of father of Tesla, Inc.'s CEO	Tesla, Inc.	Elon Musk	Errol Musk	10	4	['of' 'the' 'company' 'is' 'Mr' '.' 'A' '.' 'K' '.']	False	[-0.006226  0.2524    0.1107   ... -0.523     0.012146  0.1445  ]
672	39745	2091854	Masala Dosa's country of origin	The official currency of {}	-1	-1	Masala Dosa's country of origin	The official currency of India	The official currency of Masala Dosa's country of origin	Masala Dosa	India	Rupee	1	26	['.' '\n' '\n' 'The' 'official' 'currency' 'of' '{}' 'is' 'the']	False	[-0.03894  -0.001808 -0.08026  ... -0.03125  -0.01892  -0.013954]
673	33443	2091854	Masala Dosa's country of origin	The official currency of {}	-1	-1	Masala Dosa's country of origin	The official currency of India	The official currency of Masala Dosa's country of origin	Masala Dosa	India	Rupee	31	10	['is' 'the' 'US' 'doll' 'ar' '(' 'US' 'D' ').' '\n']	False	[-0.3342  1.591  -3.84   ... -2.445   0.3125  0.9683]
674	32219	2093075	Chimichurri's country of origin	The language used in {}	-1	-1	Chimichurri's country of origin	The language used in Argentina	The language used in Chimichurri's country of origin	Chimichurri	Argentina	Spanish	22	12	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[-0.5254  2.639  -4.62   ... -2.016   2.656  -2.006 ]
675	66184	2595286	SpaceX's CEO	Name of father of {}	-1	-1	SpaceX's CEO	Name of father of Elon Musk	Name of father of SpaceX's CEO	SpaceX	Elon Musk	Errol Musk	10	24	[',' 'son' 'of' '{}' '\n' '\n' 'The' 'name' 'of' 'the']	False	[ 0.2035   0.199   -0.1904  ... -0.2554   0.05054  0.04712]
676	22605	2093075	Chimichurri's country of origin	The language used in {}	-1	-1	Chimichurri's country of origin	The language used in Argentina	The language used in Chimichurri's country of origin	Chimichurri	Argentina	Spanish	2	0	"['stories' 'is' 'often' 'highly' 'emot' 'ive' 'and' 'personal' ','
 'reflect']"	False	[-0.004417  0.000862 -0.166    ... -0.0545   -0.0678   -0.01048 ]
677	37620	4490831	George W. Bush's father	Name of father of {}	-1	-1	George W. Bush's father	Name of father of George H. W. Bush	Name of father of George W. Bush's father	George W. Bush	George H. W. Bush	Prescott Bush	26	23	[',' 'son' 'of' '{}' '\n' '\n' 'The' 'name' 'of' 'the']	False	[-2.826   1.985  -6.188  ... -0.4546 -2.291   6.062 ]
678	5671	2092905	Miso Soup's country of origin	The largest city in {}	-1	-1	Miso Soup's country of origin	The largest city in Japan	The largest city in Miso Soup's country of origin	Miso Soup	Japan	Tokyo	22	21	['is' 'located' 'in' 'the' 'country' 'of' '_' '____' '__' '_.']	False	[-0.10205  3.336   -3.434   ... -1.214    2.715   -1.545  ]
679	31684	2595286	SpaceX's CEO	Name of father of {}	-1	-1	SpaceX's CEO	Name of father of Elon Musk	Name of father of SpaceX's CEO	SpaceX	Elon Musk	Errol Musk	21	5	['El' 'on' 'Mus' 'k' 'is' 'not' 'known' '.' '\n' '\n']	False	[ 0.5186  1.628   0.462  ...  0.1992 -2.086   1.336 ]
680	47026	2092939	Pizza's country of origin	The language used in {}	-1	-1	Pizza's country of origin	The language used in Italy	The language used in Pizza's country of origin	Pizza	Italy	Italian	11	28	"[',' '{},' 'and' '{}' 'is' 'called' 'the' '""' 'template' 'literal']"	False	[-0.141   0.1711 -0.3374 ... -0.2004 -0.0669  0.588 ]
681	35391	2093024	Poutine's country of origin	The language used in {}	-1	-1	Poutine's country of origin	The language used in Canada	The language used in Poutine's country of origin	Poutine	Canada	English	12	20	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[-0.1824 -0.231  -0.5664 ... -0.3206 -0.1742  0.1919]
682	66906	2093638	Miso Soup's country of origin	The language used in {}	-1	-1	Miso Soup's country of origin	The language used in Japan	The language used in Miso Soup's country of origin	Miso Soup	Japan	Japanese	11	6	['is' 'not' 'specified' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[-0.10425 -0.4607  -0.2578  ... -0.6196  -0.1288   0.42   ]
683	1435	2092455	Fish and Chips's country of origin	The largest city in {}	-1	-1	Fish and Chips's country of origin	The largest city in United Kingdom	The largest city in Fish and Chips's country of origin	Fish and Chips	United Kingdom	London	3	11	['of' 'the' 'same' 'name' 'is' 'located' 'in' 'the' 'state' 'of']	False	[-0.0759  -0.01788 -0.3066  ... -0.1499  -0.1362  -0.01541]
684	41396	5602381	the company that created KC-767	The name of the CEO of {}	-1	-1	the company that created KC-767	The name of the CEO of Boeing	The name of the CEO of the company that created KC-767	KC-767	Boeing	Dennis Muilenburg	23	29	['tank' 'less' 'water' 'he' 'ater' 'is' '{}' '\n' '\n' 'The']	False	[ 1.016   0.3535 -2.59   ...  1.587  -0.518   0.5117]
685	49770	5627711	the company that created B-29 Superfortress	The name of the CEO of {}	-1	-1	the company that created B-29 Superfortress	The name of the CEO of Boeing	The name of the CEO of the company that created B-29 Superfortress	B-29 Superfortress	Boeing	Dennis Muilenburg	5	14	['is' 'John' 'Smith' '.' '\n' 'The' 'name' 'of' 'the' 'C']	False	[ 0.0791   0.0809   0.144   ...  0.10913 -0.2537  -0.1268 ]
686	13459	2093776	Paella's country of origin	The capital of {}	-1	-1	Paella's country of origin	The capital of Spain	The capital of Paella's country of origin	Paella	Spain	Madrid	10	3	['of' 'the' 'country' 'is' 'the' 'capital' 'of' 'the' 'country' '.']	False	[-0.5195  0.0664 -0.4263 ... -0.9214 -0.5435  0.4277]
687	33651	2093697	Tacos's country of origin	The capital of {}	-1	-1	Tacos's country of origin	The capital of Mexico	The capital of Tacos's country of origin	Tacos	Mexico	Mexico City	3	15	['is' 'not' 'known' '.' '\n' '\n' 'The' 'capital' 'of' 'the']	False	[-0.0544  -0.05447 -0.3037  ... -0.1311  -0.1719   0.00931]
688	46878	2092233	Sushi's country of origin	The largest city in {}	-1	-1	Sushi's country of origin	The largest city in Japan	The largest city in Sushi's country of origin	Sushi	Japan	Tokyo	21	21	['is' 'located' 'in' 'the' 'country' 'of' '_' '____' '__' '_.']	False	[-0.4634  1.982  -3.422  ... -0.4575  1.47   -1.453 ]
689	67021	5627711	the company that developed B-29 Superfortress	The name of the CEO of {}	-1	-1	the company that developed B-29 Superfortress	The name of the CEO of Boeing	The name of the CEO of the company that developed B-29 Superfortress	B-29 Superfortress	Boeing	Dennis Muilenburg	28	25	['bom' 'bed' '.' '\n' '\n' 'The' 'name' 'of' 'the' 'CE']	False	[ 0.8457 -4.98   -2.861  ...  3.6     1.762   0.6797]
690	50170	2094229	Ceviche's country of origin	The capital of {}	-1	-1	Ceviche's country of origin	The capital of Peru	The capital of Ceviche's country of origin	Ceviche	Peru	Lima	6	17	['is' 'located' 'in' 'the' 'state' 'of' 'New' 'York' '.' '\n']	False	[-0.0443   0.133   -0.4502  ... -0.584   -0.09546  0.2607 ]
691	49235	2092966	Sushi's country of origin	The language used in {}	-1	-1	Sushi's country of origin	The language used in Japan	The language used in Sushi's country of origin	Sushi	Japan	Japanese	31	18	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[-0.2267  0.7554 -4.066  ... -1.6455  0.7417  1.747 ]
692	38965	2092218	Pizza's country of origin	The largest city in {}	-1	-1	Pizza's country of origin	The largest city in Italy	The largest city in Pizza's country of origin	Pizza	Italy	Rome	3	27	['—' '—' '—' '—' '—' '—' '—' '—' '—' '—']	False	[-0.06082  -0.0429   -0.306    ... -0.1346   -0.1293    0.003983]
693	19197	2092966	Sushi's country of origin	The language used in {}	-1	-1	Sushi's country of origin	The language used in Japan	The language used in Sushi's country of origin	Sushi	Japan	Japanese	16	12	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[ 0.2325   0.921   -1.23    ... -1.395   -0.07666  0.3313 ]
694	70890	2092233	Sushi's country of origin	The largest city in {}	-1	-1	Sushi's country of origin	The largest city in Japan	The largest city in Sushi's country of origin	Sushi	Japan	Tokyo	23	5	['is' 'New' 'York' 'City' '.' '\n' 'The' 'capital' 'of' 'the']	False	[-0.691   1.875  -4.66   ... -0.7065  2.309  -1.805 ]
695	62260	2093638	Miso Soup's country of origin	The language used in {}	-1	-1	Miso Soup's country of origin	The language used in Japan	The language used in Miso Soup's country of origin	Miso Soup	Japan	Japanese	12	3	['is' 'not' 'specified' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[-0.2483  -0.79    -0.1797  ... -0.4875  -0.02121  0.267  ]
696	46670	2093744	Poutine's country of origin	The capital of {}	-1	-1	Poutine's country of origin	The capital of Canada	The capital of Poutine's country of origin	Poutine	Canada	Ottawa	10	26	['is' 'located' 'in' 'the' 'state' 'of' '{' '}.' '\n' '\n']	False	[-0.3345  0.0646 -0.51   ... -0.712  -0.6514  0.2842]
697	47540	2093638	Miso Soup's country of origin	The language used in {}	-1	-1	Miso Soup's country of origin	The language used in Japan	The language used in Miso Soup's country of origin	Miso Soup	Japan	Japanese	8	26	[',' '{' '...' '}' 'and' '{' '...' '}' 'is' 'called']	False	[-0.251  -0.3145 -0.472  ... -0.704  -0.341   0.2642]
698	29920	2093122	Feijoada's country of origin	The language used in {}	-1	-1	Feijoada's country of origin	The language used in Brazil	The language used in Feijoada's country of origin	Feijoada	Brazil	Portuguese	1	31	['ated' 'is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used']	False	[-0.02701   -0.0002823 -0.0865    ... -0.04205   -0.0325    -0.006927 ]
699	47590	2093744	Poutine's country of origin	The capital of {}	-1	-1	Poutine's country of origin	The capital of Canada	The capital of Poutine's country of origin	Poutine	Canada	Ottawa	21	0	['is' 'rael' 'is' 'Jerusalem' ',' 'but' 'the' 'government' 'is' 'located']	False	[-1.085   2.723  -4.414  ... -0.1829  3.123  -2.283 ]
700	48633	2092643	Masala Dosa's country of origin	The largest city in {}	-1	-1	Masala Dosa's country of origin	The largest city in India	The largest city in Masala Dosa's country of origin	Masala Dosa	India	Mumbai	25	8	['is' 'New' 'York' 'City' '.' '\n' 'The' 'capital' 'of' 'France']	False	[ 0.2634  2.719  -5.836  ... -1.262   1.16   -1.6875]
701	1698	5602381	the company that created KC-767	The name of the CEO of {}	-1	-1	the company that created KC-767	The name of the CEO of Boeing	The name of the CEO of the company that created KC-767	KC-767	Boeing	Dennis Muilenburg	25	19	['J' 'et' 'is' '[' 'Name' '].' '\n' '\n' 'The' 'company']	False	[ 1.041   0.802  -4.47   ...  1.712   0.907  -0.2764]
702	66028	2093056	Paella's country of origin	The language used in {}	-1	-1	Paella's country of origin	The language used in Spain	The language used in Paella's country of origin	Paella	Spain	Spanish	14	28	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[ 0.1792  0.1646 -0.749  ... -1.123   0.4275 -0.1927]
703	40377	2418888	Tesla, Inc.'s CEO	Name of father of {}	-1	-1	Tesla, Inc.'s CEO	Name of father of Elon Musk	Name of father of Tesla, Inc.'s CEO	Tesla, Inc.	Elon Musk	Errol Musk	27	29	['El' 'ig' 'ible' 'for' 'the' 'post' 'of' 'Ass' 'istant' 'Professor']	False	[-3.246   3.014   1.045  ... -1.641   0.1936  2.082 ]
704	49614	2093744	Poutine's country of origin	The capital of {}	-1	-1	Poutine's country of origin	The capital of Canada	The capital of Poutine's country of origin	Poutine	Canada	Ottawa	18	19	['is' 'not' 'specified' '.' '\n' '\n' 'The' 'capital' 'of' 'France']	False	[-0.0293  1.572  -1.996  ... -0.722   1.522  -0.7017]
705	49971	2092966	Sushi's country of origin	The language used in {}	-1	-1	Sushi's country of origin	The language used in Japan	The language used in Sushi's country of origin	Sushi	Japan	Japanese	28	27	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[-1.234   1.439  -5.984  ... -1.926   1.6875 -1.375 ]
706	7194	2093056	Paella's country of origin	The language used in {}	-1	-1	Paella's country of origin	The language used in Spain	The language used in Paella's country of origin	Paella	Spain	Spanish	15	12	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[ 0.3372  -0.00708 -1.166   ... -1.18     0.566   -0.05615]
707	10744	2093744	Poutine's country of origin	The capital of {}	-1	-1	Poutine's country of origin	The capital of Canada	The capital of Poutine's country of origin	Poutine	Canada	Ottawa	3	30	['among' 'the' '' '1' '0' '0' '0' '0' '0' '0']	False	[-0.0885   -0.03015  -0.3113   ... -0.138    -0.1658   -0.009476]
708	809	2093776	Paella's country of origin	The capital of {}	-1	-1	Paella's country of origin	The capital of Spain	The capital of Paella's country of origin	Paella	Spain	Madrid	3	10	"['of' 'the' 'world' ""'"" '<s>' '<s>' '<s>' '<s>' '<s>' '<s>']"	False	[-0.1127  -0.0379  -0.324   ... -0.1399  -0.1592   0.01431]
709	37739	2093075	Chimichurri's country of origin	The language used in {}	-1	-1	Chimichurri's country of origin	The language used in Argentina	The language used in Chimichurri's country of origin	Chimichurri	Argentina	Spanish	0	20	['</s>' '<s>' '<s>' '<s>' '<s>' '<s>' '<s>' '<s>' '<s>' '<s>']	False	[-0.03284   0.001205 -0.08014  ...  0.01172  -0.005287  0.00798 ]
710	43292	2092342	Paella's country of origin	The largest city in {}	-1	-1	Paella's country of origin	The largest city in Spain	The largest city in Paella's country of origin	Paella	Spain	Madrid	16	30	['is' '{}' '\n' '\n' 'The' 'largest' 'city' 'in' '{}' 'is']	False	[ 0.156    0.5435  -1.317   ... -1.803    0.04712  0.326  ]
711	39887	2092310	Poutine's country of origin	The largest city in {}	-1	-1	Poutine's country of origin	The largest city in Canada	The largest city in Poutine's country of origin	Poutine	Canada	Toronto	27	18	['is' 'located' 'in' 'the' 'country' 'of' '_' '____' '__' '_.']	False	[-2.71   1.081 -6.816 ... -2.97   4.496 -2.14 ]
712	26159	2094264	Biryani's country of origin	The capital of {}	-1	-1	Biryani's country of origin	The capital of India	The capital of Biryani's country of origin	Biryani	India	New Delhi	12	7	['is' 'Paris' '.' '\n' 'The' 'currency' 'of' 'France' 'is' 'the']	False	[-0.2905 -0.704  -0.664  ... -0.2678 -0.8384  0.3286]
713	45375	2093075	Chimichurri's country of origin	The language used in {}	-1	-1	Chimichurri's country of origin	The language used in Argentina	The language used in Chimichurri's country of origin	Chimichurri	Argentina	Spanish	25	13	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[-0.4265  2.152  -6.125  ... -2.904   2.871  -2.959 ]
714	11358	5602381	the company that created KC-767	The name of the CEO of {}	-1	-1	the company that created KC-767	The name of the CEO of Boeing	The name of the CEO of the company that created KC-767	KC-767	Boeing	Dennis Muilenburg	21	26	[',' 'the' 'company' 'that' 'own' 's' 'the' 'K' 'ubernetes' 'cluster']	False	[ 0.08887  0.1394  -1.949   ...  0.6235  -0.603    0.04834]
715	16533	2093075	Chimichurri's country of origin	The language used in {}	-1	-1	Chimichurri's country of origin	The language used in Argentina	The language used in Chimichurri's country of origin	Chimichurri	Argentina	Spanish	4	14	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[-0.3105   0.02753 -0.462   ... -0.1499  -0.2393   0.0956 ]
716	27126	2094358	Miso Soup's country of origin	The capital of {}	-1	-1	Miso Soup's country of origin	The capital of Japan	The capital of Miso Soup's country of origin	Miso Soup	Japan	Tokyo	12	10	['is' 'Paris' '.' '\n' 'The' 'currency' 'of' 'France' 'is' 'the']	False	[-0.2483  -0.79    -0.1797  ... -0.4875  -0.02121  0.267  ]
717	46499	5560746	the company that created Scion xD	The name of the CEO of {}	-1	-1	the company that created Scion xD	The name of the CEO of Toyota	The name of the CEO of the company that created Scion xD	Scion xD	Toyota	Akio Toyoda	4	28	['&#' '8' '2' '3' '0' ';' '\n' '\n' 'The' 'name']	False	[ 0.03253 -0.1991  -0.0663  ... -0.266   -0.0431  -0.02051]
718	9312	2093122	Feijoada's country of origin	The language used in {}	-1	-1	Feijoada's country of origin	The language used in Brazil	The language used in Feijoada's country of origin	Feijoada	Brazil	Portuguese	23	30	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[-0.965  2.514 -5.555 ... -1.131  2.453 -3.018]
719	23359	3087664	Nancy Sinatra's father	Name of mother of {}	-1	-1	Nancy Sinatra's father	Name of mother of Frank Sinatra	Name of mother of Nancy Sinatra's father	Nancy Sinatra	Frank Sinatra	Dolly Sinatra	26	19	['Frank' 'W' '.' 'H' 'uff' 'man' ',' 'born' '' '1']	False	[-3.85    1.62   -3.957  ...  5.457  -1.524   0.0454]
720	36040	2093638	Miso Soup's country of origin	The language used in {}	-1	-1	Miso Soup's country of origin	The language used in Japan	The language used in Miso Soup's country of origin	Miso Soup	Japan	Japanese	23	22	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[ 0.3281  2.96   -4.633  ... -1.277   3.154  -2.285 ]
721	35796	2092404	Feijoada's country of origin	The largest city in {}	-1	-1	Feijoada's country of origin	The largest city in Brazil	The largest city in Feijoada's country of origin	Feijoada	Brazil	São Paulo	15	16	['is' 'not' 'the' 'capital' '.' '\n' '\n' 'The' 'largest' 'city']	False	[ 0.8213 -0.1794 -1.414  ... -0.846   0.458  -0.1361]
722	59498	2093122	Feijoada's country of origin	The language used in {}	-1	-1	Feijoada's country of origin	The language used in Brazil	The language used in Feijoada's country of origin	Feijoada	Brazil	Portuguese	29	26	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[-2.383  2.525 -5.336 ... -2.38   1.116 -0.8  ]
723	34169	3087664	Nancy Sinatra's father	Name of mother of {}	-1	-1	Nancy Sinatra's father	Name of mother of Frank Sinatra	Name of mother of Nancy Sinatra's father	Nancy Sinatra	Frank Sinatra	Dolly Sinatra	5	4	"[':' '\n' '\n' '1' '.' 'If' 'the' 'mother' ""'"" '<s>']"	False	[-0.05103 -0.02705 -0.052   ... -0.1973  -0.2917  -0.1301 ]
724	23620	2093638	Miso Soup's country of origin	The language used in {}	-1	-1	Miso Soup's country of origin	The language used in Japan	The language used in Miso Soup's country of origin	Miso Soup	Japan	Japanese	31	28	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[ 0.76   1.585 -3.488 ... -1.726  1.613  0.826]
